"accessno","bibliogra"
"0000007716","None. Curriculum provision for the gifted and talented in the secondary schools. London : David Fulton Publishers, c2002."
"0000007717","Sher, Barbara. Self-esteem games : 300 fun activities that make children feel good about themselves. New York : John Wiley and Sons, c1998."
"0000007718","Bates, Jane K. Becoming an art teacher. Australia : Wadsworth Thomson Learning, c2000."
"0000007719","Price, Kaye M. daily planning for today's classroom-to wriiting lesson and activity lessons. 914-9 ed. Australia : Thomson Wadsworths, c2003."
"0000007720","Mcleod, Fiona. Non-stop creativity and innovation : how to generate winning ideas and put them into practice. London : The McGraw-Hill Co.,, c2002."
"0000007721","Esler, William K. Teaching elementary science : a full spectrum science instruction (FSSI) approach. Australia : Wadsworth Thomson Learning, c2000."
"0000007722","Jackman, Hilda R. Early education curriculum : a child's connection to the world. Africa : Delmar Thomson Learning, c2001."
"0000007723","Hoffer, Alan R. Addison-Wesley Seconadary Math: an integrated Approach. California : Menlo Park, c1996."
"0000007724","Horney, Karen, M.d. Nourosis and Human growth: the struggle toward self-realization. W.w. Norton & Company : New Yok, c1950."
"0000007725","Hughes, Longston. The Best of Simple. Hill & Wang : Longston, c1961."
"0000007726","Hawes, Charles Boardman. The dark Frigate. Little Brown & Co. : Boston, c1923."
"0000007727","Hawes, Charles Boaardman. The Dark Frigate. Little Brown & Co. : Boston, c1923."
"0000007729","Hawes, Charles Boaardman. The Dark Frigate. Little Brown & Co. : Boston, c1923."
"0000007731","Hardy Thomas [et al.]. Far from the madding crowd. Bantam Books : New York, c1967."
"0000007733","Andal, Erlinda F. Ang bayan ko, ikaanim na baitang. Quezon City : Abiva Publishing House, c1997."
"0000007734","Castano, Paulina M., Et Al. Ang bayan ko 3. Quezon City : Abiva Publishing House, c1997."
"0000007735","Guerra, Restituta San Pedro. Ang bayan ko, ikalimang baitang. Quezon City : Abiva Publishing House, c1997."
"0000007736","Castano, Paulina M. Et Al. Ang bayan ko : sibika at kultura, ikalawang baitang. Quezon City : Abiva Publishing House, c`1992."
"0000007737","Castano, Paulina M., Et Al. Ang bayan ko : sibika at kultura, unang baitang. Quezon City : Abiva Publishing House, c1992."
"0000007738","Castano, Paulina M., Et Al. Ang bayan ko : heograpiya, kasaysayan at sibika, ikaapat na baitang. Quezon City : Abiva Publishing House, c1992."
"0000007739","Mendoza, Laura Z. Ang kabataang Pilipino, ikaanim na baytang. Metro Manila : Academe Publishing House, c1995."
"0000007740","Antonio, Eleanor D., Et Al. Sambayanang Pilipino : batayang aklat sa heograpiya, kasaysayan at sibika. Manila : Rex Book Store, c1990."
"0000007741","Battad, Teresita T. Heograpiya, kasaysayan at sibika. Makati City : Bookmark, Inc., c1996."
"0000007742","Danao, Carolina P. Kalinangan : heograpiya, kasaysayan, at sibika; baitang 5. Quezon City : Phoenix Publishing, c1995."
"0000007743","Lalunio, Lydia P., Et Al. Kalinangang Pilipino : batayang aklat sa sibika at kultura, ikalimang baitang. Manila : Rex Book Store, c1992."
"0000007744","Flores, Cresencia V. Bayanihan 5. Quezon City : Phoenix Publishing House, c1992."
"0000007745","Reyes, Rey R. Diwa at damdaming Pilipino 5. Marikina City : ICS Publishing House, c1992."
"0000007746","Mendoza, Laura Z. Ang kabataang Pilipino, ikalimang baytang. Metro Manila : Academe Publising House, c1995."
"0000007747","Milambiling, Ruben M. Ang Pilipinas noon at ngayon : kasaysayan at pamahalaan para sa mababang paaralan. Manila : Natioanal Bookstore, c1990."
"0000007748","Carlos, Gladys A., Et Al. Kalinangan : heograpiya, kasaysayan at sibika, baitang 7. Quezon City : Phoenix Publishing House, c1996."
"0000007749","Antonio Eleonor D., Et Al. Sambayanang Pilipino : batayang aklat sa heograpiya, kasaysayan, at sibika, ikaanim na baitang. Manila : Rex Book Store, c1990."
"0000007750","Garcia, Crispin T. Diwa at damdaming Pilipino 4. Marikina City : ICS Publishing House, c1992."
"0000007751","Danao, Carolina P. Sibika at kultura 4. Quezon City : Phoenix Publishing House, c1991."
"0000007752","Badua, Quirino E. Ang Pilipinas, noon at ngayon : kasaysayan at pamahalaan para sa mababang paaralan. Manila : National Bookstore, c1990."
"0000007753","Dimayuga, Teresita F. Sibika at kultura ng bagong Pilipino : kasaysayan, heograpiya at kultura, ikaapat na baitang. Manila : St.Bernadette Publishing, c1992."
"0000007754","Mendoza, Laura Z. Ang kabataang Pilipino, ikaapat na baitang. Manila : Academe Publishing House, c1995."
"0000007755","Perez, Imelda Q. Bayanihan 4. Quezon City : Phoenix Piblishing House, c1992."
"0000007756","Dimayuga, Teresita F. Sibika at kultura ng bagong Pilipino, ikatlong baitang. Manila : St.Bernadette Publishing, c1992."
"0000007757","Antonio, Eleonor D., Et Al. Sambayanang Pilipino : batayang aklat sa sibika at kultura, ikatlong baitang. Manila : Rex Book Store, c1990."
"0000007758","Mojica, Leonisa A., Et Al. Bayanihan 3. Quezon City : Phoenix Publishing House, c1992."
"0000007759","Mariano, Angelita. Ang bayan ko : sibika at kultura, ikatlong baitang. Quezon City : Abiva Publishing House, c1992."
"0000007760","Danao, Carolina P. Kalinangan : sibika at kultura, baitang 3. Quezon City : Phoenix Publishing House, c1995."
"0000007761","Reynaldo, Natividad A. Ang Pilipinas, noon at ngayon : sibika at kultura, ikatlong baitang. Manila : National Bookstore, c1990."
"0000007762","Danao, Carolina P. Sibika at kultura, ikatlong baitang. Quezon City : Phoenix Publishing House, c1992."
"0000007763","Libunao, Lydia L., Et Al. Gintong yaman para sa sibika 3. Manila : Saint Bernadette Publishing, c1996."
"0000007764","Castillo, Pamela R. Sibika at kultura. Makati City : Bookmark Inc., c1996."
"0000007765","Estella, Ethel H. Sibika at kultura 1. Makati City : Bookmark Inc., c1995."
"0000007766","Cruz, Elvira E. Sibika at kultura 2. Makati City : Bookmark Inc., c1996."
"0000007767","Rasalan, Elizabeth S. Dangal ng lahing Pilipino 1. Manila : Instrucional Coverage System, c1996."
"0000007768","Baterna, Nilda. Ang bagong mamamayan : sibika at kultura. Manila : Joe-Es Publication, c1992."
"0000007769","Mendoza, Laura Z. Ang kabataang Pilipino, ikalawang baitang. Manila : Academe Publishing House, c1995."
"0000007770","Mendoza, Laura Z. Ang kabataang Pilipino, unang baitang. Manila : Academe publishing House, c1995."
"0000007771","Anda, Menardo O. Pilipinas : bansang marangal, ikatlong baitang. Quezon City : Vibal Publishing House, c1995."
"0000007772","Mendoza, Laura Z. Civics and culture for the Filipino youth, grade three. Manila : Saint Bernadette Publication, c1993."
"0000007773","Mendoza, Laura Z. Ang kabataang Pilipino, ikatlong baitang. Manila : Academe Publishing House, c1995."
"0000007774","Cutiongco,elena C. Pilipinas : isang bansang pinagpala 3. Marikina City : ICS Publishing House, c1988."
"0000007775","Mendoza, Laura Z. Civics and culture for the Filipino youth, grade two. Manila : Saint Bernadette Publishing, c1993."
"0000007776","Baira, Nena T. Kalinangang Pilipino : batayang aklat sa sibika at kultura, ikalawang baitang. Manila : Rex Book Store, c1992."
"0000007777","Dizon, Priscila B. Bayanihan 2. Quezon City : Phoenix Publishing, c1992."
"0000007778","Golloso, Rosella N., Et Al. Pilipinas : bansang minamahal, unang baitang. Quezon City : Vibal Publishing House, c1995."
"0000007779","Dimayuga, Teresita S. Bagong Filipino sa sibika at kultura, ikalawang baitang. Manila : Saint Bernadette Publishing, c1992."
"0000007780","Anda, Menardo O. Pilipinas : bansang maganda, ikalawang baitang. Manila : Vibal Publishing House, c1995."
"0000007781","Guerra, Restituta San Pedro. Ang bayan ko, ikaapat na baitang. Quezon City : Abiva Publishing House, c1997."
"0000007782","Bilgera, Melchora D. Reading marvels : worktext in reading for grade two. Manila : Rex Book Store, c1994."
"0000007783","Garcia, Dolores S. Basics and beyond reading 2. Quezon City : FNB Educational, Inc., c1991."
"0000007784","Borjal, Wilhelmina G. Et Al. Skill builders for efficient reading 3. Quezon City : Phoenix Publishing House, c1997."
"0000007785","Bilgera, Melchora D. Et Al. Reading marvels : worktext in reading for grade three. Manila : Rex Book Store, c1994."
"0000007786","Cutiongco, Elena C,. Building bridges 3. Marikina City : Instructional Coverage System, c1996."
"0000007787","Villamin, Araceli M. Away we go, grade 3. Quezon City : Phoenix Publishing House, c1994."
"0000007788","Pineda, Osmunda L. Basics and beyond reading 3. Quezon City : FNB Educational, Inc., c1994."
"0000007789","Ching, Isabelita D. Reading gems 3. Manila : Marren Publishing House, c1992."
"0000007790","Pineda, Osmunda L. Basics and beyond reading 3. Quezon City : FNB Educational, Inc., c1997."
"0000007791","Borabo, Milagros L., Et Al. Skill builders for efficient reading 4. Quezon City : Phoenix Publishing House, c1997."
"0000007792","Cruz, Enerita Q., Et Al. Basics and beyond language 3. Quezon City : FNB Educational, Inc., c1997."
"0000007793","Pangilinan, Efigenia P., Et Al. Basics and beyond language 4. Quezon City : FNB Educational, Inc., c1997."
"0000007794","Angeles, Evelyn P. Basics and beyond language 5. Quezon City : FNB Educational, Inc., c1991."
"0000007795","Angeles, Evelyn B. Basics and beyond language 5. Quezon City : FNB Educational, Inc., c1997."
"0000007796","Angeles, Evelyn P. Basic and beyond language 6. Quezon City : FNB Educational, Inc., c1991."
"0000007797","Angeles, Evelyn B. Basic and beyond language 6. Quezon City : FNB Educational, Inc., c1997."
"0000007798","Padilla, Cabrina H. [et al.] Basics and beyond reading 4. Quezon City : FNB Educational, Inc., c1997."
"0000007799","Padilla, Cabrina H. Basics and beyond reading 4. Quezon City : FNB Educational, Inc., c1990."
"0000007800","Hermosa, Nemah N. Cruising caracoa ; book four. San Mateo, Rizal : Vicente Publishing House, c1990."
"0000007801","Badiola, Emma V. Reading gems 4. Manila : Marren Publishing House, c1992."
"0000007802","Sangalang,myrna R., Et Al. Drift 1. Manila : Jo-Es Publishing House, c1995."
"0000007803","Ruiz, Jane Q., Et Al. Cruise 2. Manila : Jo-Es Publishing House, c1995."
"0000007804","San Jose, Delia J., Et Al. Journey 3. Manila : Jo-Es Publishing House, c1995."
"0000007805","Jadrin, Melinda D.c. Spectacles 4. Manila : Jo-Es Publishing House, c1995."
"0000007806","Bilgera, Melchora D., Et Al. Reading : textbook in reading english for grade four. Manila : Rex Book Store, c1991."
"0000007807","Gil, Avelina J. From here to there ; grade four. Quezon City : Phoenix Publishing House, c1994."
"0000007808","Hardy, Thomas. Far from the madding Crowd Bantam Books, Inc. c1967.. Bantam Books : New York, c1967."
"0000007809","Hhanrieder, Wolfram. Germany, America Enrope: forty years of German Foreign Policy. Yale University Press : London, c1989."
"0000007810","Hestenes, Marshall D. [et al.] Trigonometry with Calculators."".... Prentice Hall : New Jersey, c1982."
"0000007811","Hernandez, Rogelio M. Mathematics of Investment Workbook with Tables. Academic Publishing : Mandaluyong City, c1996."
"0000007812","Havener, Ivan. First Thessalonians, Philippians, Phileman, Second Thessalonians, Colossians, Ephesians. Minnesota St. Benedict : College ville, c1983."
"0000007814","Abot, Carmelita P., Et Al. Adventure 6. Manila : Jo-Es Publishing House, c1995."
"0000007815","Borjal, Wilhelmina G., Et Al. Skill builders for efficient reading 5. Quezon City : Phoenix Publishing House, c1997."
"0000007816","Anastacio, Teresita M. Basics and beyond reading 5. Quezon City : FNB Educational, Inc., c1997."
"0000007817","Hermosa, Nemah N. New frontiers, 5. Marikina City : Instructional Coverage System, c1996."
"0000007818","Tintero, Felipa., Et Al. Basics and beyond reading 6. Queon City : FNB Educational, Inc., c1997."
"0000007819","Borjal, Wilhelmina G., Et Al. Skill builders for efficient reading 6. Quezon City : Phoenix Publishing House, c1997."
"0000007821","Rubrica, Marcelina A., Et Al. Expidition 5. Manila : Jo-Es Publishing House, c1995."
"0000007822","Gil, Avelina J., Et Al. Across the country ; grade 5. Quezon City : Phoenix Publishing House, c1994."
"0000007823","Morano, Perla B. Reading gems 5. Manila : Marren Publlishing House, c1992."
"0000007824","Bilgera, Melchora D. Et Al. Reading marvels : worktext in reading for grade five. Manila : Rex Book Store, c1994."
"0000007825","Gil, Avelina J. Phoenix english series 4 ; textbook. Quezon City : Phoenix Publishing House, c1990."
"0000007826","Villamin, Araceli. Phoenix english series 3 ; textbook. Quezon City : Phoenix Publishing House, c1990."
"0000007828","Stahl, Lesley. Today's best nonfiction. New York : The Reader's Digest Association,Inc, c1999."
"0000007829","None. Today's best nonfiction. New York : The Reader's Digest Association,Inc., c1999."
"0000007830","None. The wisdom of hildegard of Bingen. Oxford : Lion Publishing, c1997."
"0000007831","None. The wisdom of Saint Francis. Oxford : Lion Publishing, c1997."
"0000007832","Aldersey-williams,hugh. The most beautiful molecule ;the discovery of the buckyball. New York : John Wiley & Sons,Inc., c1995."
"0000007833","None. Ang Noli Me Tangere ni Jose Rizal : isang interpretasyon nina Aurora E. Batnag. Manila : Rex Book Store, c1988."
"0000007834","None. Kasaysayan ng bansang Asyano. Quezon City : V.S. Publication and trading, c1994."
"0000007835","None. Araling Panlipunan : kasaysayan na Pilipinas. Quezon City : V.S. Publishing House, c1994."
"0000007836","Delos Santos, Ricardo B. Science and technology : biology. Manila : National Bookstore, c1989."
"0000007837","Religioso, Teresita F. Integrated Science I. Quezon City : Phoenix Publishing House, c1995."
